ID,task,ResponseID,StartDate,EndDate,finished,mturkcode,ATNT_WARN,FEMALE,AGE,ETHNICITY,ETHNICITY_OTHER,MARITAL,EDUC,POLAFFIL,POLAFFIL_OTHER,SES,RELIG,RELIG_OTHER,RELIG_ATTEND,CRIMEVIC,KNOW_CRIMEVIC,AMMSA1,AMMSA2,AMMSA3,AMMSA4,AMMSA5,AMMSA6,AMMSA7,AMMSA8,AMMSA9,AMMSA10,AMMSA11,ASS1,ASS2,ASS3,ASS4,ASS5,ASS6,ASS7,ASS8,ASS9,ASS10,ASS11,SELFMON1,SELFMON2,SELFMON3,PARTY,PARK,HOME,WORK,CLUB,VIC_FEMALE,VIC_MALE,VIC_BLACK,VIC_WHITE,VIC_SINGLE,VIC_MARRIED,VIC_PARTNERS,VIC_NORECORD,VIC_FELONY,PERP_BLACK,PERP_WHITE,PERP_WORKER,PERP_BUSINESS,PERP_ATHLETE,PERP_ACQUAIN,PERP_STRANGER,CHOICE_REPORT,CHOICE_PUNISH,SEVERITY,BLAME_VIC,BLAME_PERP,REPORT,PUNISH,RAPE,ROBBERY,AMMSA_SCORE,ASS_SCORE,SELFMON_SCORE,starttime2,endtime2,DURATION,PERP1_HISPAN,PERP2_HISPAN,CHOSEN,CASE1,LOCATION,OUTFIT,VIC_MARITAL,VIC_SEX,VIC_ETHN,VIC_CRIMINAL,PERP_ETHN,PERP_PROF,PERP_RELATION
248,3,R_PzYUGcWGlxOD6WB,2017-01-22 17:09:28,2017-01-22 17:17:38,1,1733,1,Female,24,African-American,,2,Some College,Democrat,,Working Class,Atheist/Agnostic,,Never,1,1,,,,,,,,,,,,1,1,1,1,1,1,1,2,2,3,2,1,2,2,0,0,1,0,1,0,1,1,0,0,0,1,1,0,1,0,0,1,0,1,0,1,,7,1,7,1,0,1,,,1.4545455,1.6666666,22jan2017 17:09:28,22jan2017 17:17:38,00:08:10,,,0,0,Location: Home,Outfit:  Night Club,Victim: Multiple Partners,Victim: Male,Victim: Black,Victim: No criminal record,Perpetrator: Black,Perpetrator: Business man,Perpetrator: Acquaintance
248,4,R_PzYUGcWGlxOD6WB,2017-01-22 17:09:28,2017-01-22 17:17:38,1,1733,1,Female,24,African-American,,2,Some College,Democrat,,Working Class,Atheist/Agnostic,,Never,1,1,,,,,,,,,,,,1,1,1,1,1,1,1,2,2,3,2,1,2,2,0,0,1,1,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,1,0,1,,7,1,7,1,0,1,,,1.4545455,1.6666666,22jan2017 17:09:28,22jan2017 17:17:38,00:08:10,,,0,0,Location: Home,Outfit: Work Attire,Victim: Married,Victim: Male,Victim: White,Victim: minor felony Record,Perpetrator: Black,Perpetrator: Athlete,Perpetrator: Acquaintance
248,5,R_PzYUGcWGlxOD6WB,2017-01-22 17:09:28,2017-01-22 17:17:38,1,1733,1,Female,24,African-American,,2,Some College,Democrat,,Working Class,Atheist/Agnostic,,Never,1,1,,,,,,,,,,,,1,1,1,1,1,1,1,2,2,3,2,1,2,2,0,1,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,1,,7,1,7,1,0,1,,,1.4545455,1.6666666,22jan2017 17:09:28,22jan2017 17:17:38,00:08:10,,,0,0,Location: Park,Outfit:  Night Club,Victim: Married,Victim: Male,Victim: Black,Victim: No criminal record,Perpetrator: Black,Perpetrator: Athlete,Perpetrator: Stranger
249,1,R_cRRquiSD2JwKp8d,2017-01-22 17:11:24,2017-01-22 17:18:13,1,47906,1,Female,65,Caucasian,,4,Master’s Degree,Democrat,,Upper Middle Class,Protestant,,Never,0,2,2,2,2,3,4,3,3,2,2,2,2,,,,,,,,,,,,1,2,2,0,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,1,0,,1,5,1,6,0,1,1,,2.4545455,,1.6666666,22jan2017 17:11:24,22jan2017 17:18:13,00:06:49,,,0,0,Location: Home,Outfit: Work Attire,Victim: Married,Victim: Male,Victim: Black,Victim: No criminal record,Perpetrator: Black,Perpetrator: Athlete,Perpetrator: Acquaintance
249,2,R_cRRquiSD2JwKp8d,2017-01-22 17:11:24,2017-01-22 17:18:13,1,47906,1,Female,65,Caucasian,,4,Master’s Degree,Democrat,,Upper Middle Class,Protestant,,Never,0,2,2,2,2,3,4,3,3,2,2,2,2,,,,,,,,,,,,1,2,2,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,1,,2,5,1,6,0,1,1,,2.4545455,,1.6666666,22jan2017 17:11:24,22jan2017 17:18:13,00:06:49,,,1,0,Location: Party,Outfit: Work Attire,Victim: Single,Victim: Male,Victim: White,Victim: No criminal record,Perpetrator: White,Perpetrator: Business man,Perpetrator: Stranger
249,3,R_cRRquiSD2JwKp8d,2017-01-22 17:11:24,2017-01-22 17:18:13,1,47906,1,Female,65,Caucasian,,4,Master’s Degree,Democrat,,Upper Middle Class,Protestant,,Never,0,2,2,2,2,3,4,3,3,2,2,2,2,,,,,,,,,,,,1,2,2,0,1,0,0,1,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,,2,5,1,6,0,1,1,,2.4545455,,1.6666666,22jan2017 17:11:24,22jan2017 17:18:13,00:06:49,,,1,0,Location: Park,Outfit:  Night Club,Victim: Multiple Partners,Victim: Female,Victim: Black,Victim: minor felony Record,Perpetrator: White,Perpetrator: Business man,Perpetrator: Acquaintance
249,4,R_cRRquiSD2JwKp8d,2017-01-22 17:11:24,2017-01-22 17:18:13,1,47906,1,Female,65,Caucasian,,4,Master’s Degree,Democrat,,Upper Middle Class,Protestant,,Never,0,2,2,2,2,3,4,3,3,2,2,2,2,,,,,,,,,,,,1,2,2,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,,2,5,1,6,0,1,1,,2.4545455,,1.6666666,22jan2017 17:11:24,22jan2017 17:18:13,00:06:49,,,1,0,Location: Park,Outfit: Work Attire,Victim: Married,Victim: Female,Victim: Black,Victim: No criminal record,Perpetrator: White,Perpetrator: Business man,Perpetrator: Stranger
249,5,R_cRRquiSD2JwKp8d,2017-01-22 17:11:24,2017-01-22 17:18:13,1,47906,1,Female,65,Caucasian,,4,Master’s Degree,Democrat,,Upper Middle Class,Protestant,,Never,0,2,2,2,2,3,4,3,3,2,2,2,2,,,,,,,,,,,,1,2,2,0,0,1,1,0,0,1,0,1,1,0,0,0,1,1,0,0,1,0,1,0,,1,5,1,6,0,1,1,,2.4545455,,1.6666666,22jan2017 17:11:24,22jan2017 17:18:13,00:06:49,,,0,0,Location: Home,Outfit: Work Attire,Victim: Single,Victim: Male,Victim: White,Victim: minor felony Record,Perpetrator: Black,Perpetrator: Business man,Perpetrator: Acquaintance
250,1,R_1DYZjom6GLSbg0t,2017-01-22 17:13:00,2017-01-22 17:18:22,1,88485,1,Female,40,Caucasian,,4,Bachelor’s Degree,Republican,,Upper Middle Class,Atheist/Agnostic,,Never,0,2,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,1,0,2,,7,2,4,1,0,1,,,1.0909091,1,22jan2017 17:13:00,22jan2017 17:18:22,00:05:22,,,1,0,Location: Party,Outfit: Work Attire,Victim: Single,Victim: Male,Victim: White,Victim: No criminal record,Perpetrator: White,Perpetrator: Athlete,Perpetrator: Acquaintance
250,2,R_1DYZjom6GLSbg0t,2017-01-22 17:13:00,2017-01-22 17:18:22,1,88485,1,Female,40,Caucasian,,4,Bachelor’s Degree,Republican,,Upper Middle Class,Atheist/Agnostic,,Never,0,2,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,0,0,0,1,1,0,1,0,0,0,1,1,0,1,0,0,0,1,1,0,1,,7,2,4,1,0,1,,,1.0909091,1,22jan2017 17:13:00,22jan2017 17:18:22,00:05:22,,,0,0,Location: Party,Outfit:  Night Club,Victim: Multiple Partners,Victim: Female,Victim: Black,Victim: No criminal record,Perpetrator: Black,Perpetrator: Athlete,Perpetrator: Acquaintance
250,3,R_1DYZjom6GLSbg0t,2017-01-22 17:13:00,2017-01-22 17:18:22,1,88485,1,Female,40,Caucasian,,4,Bachelor’s Degree,Republican,,Upper Middle Class,Atheist/Agnostic,,Never,0,2,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,1,0,2,,7,2,6,1,0,1,,,1.0909091,1,22jan2017 17:13:00,22jan2017 17:18:22,00:05:22,,,1,0,Location: Party,Outfit: Work Attire,Victim: Multiple Partners,Victim: Male,Victim: White,Victim: minor felony Record,Perpetrator: White,Perpetrator: Athlete,Perpetrator: Acquaintance
250,4,R_1DYZjom6GLSbg0t,2017-01-22 17:13:00,2017-01-22 17:18:22,1,88485,1,Female,40,Caucasian,,4,Bachelor’s Degree,Republican,,Upper Middle Class,Atheist/Agnostic,,Never,0,2,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,2,1,1,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,1,0,1,0,2,,7,2,4,1,0,1,,,1.0909091,1,22jan2017 17:13:00,22jan2017 17:18:22,00:05:22,,,1,0,Location: Park,Outfit:  Night Club,Victim: Multiple Partners,Victim: Male,Victim: White,Victim: minor felony Record,Perpetrator: Black,Perpetrator: Business man,Perpetrator: Acquaintance
250,5,R_1DYZjom6GLSbg0t,2017-01-22 17:13:00,2017-01-22 17:18:22,1,88485,1,Female,40,Caucasian,,4,Bachelor’s Degree,Republican,,Upper Middle Class,Atheist/Agnostic,,Never,0,2,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,0,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,1,1,0,2,,7,2,4,1,0,1,,,1.0909091,1,22jan2017 17:13:00,22jan2017 17:18:22,00:05:22,,,1,0,Location: Party,Outfit:  Night Club,Victim: Multiple Partners,Victim: Male,Victim: White,Victim: minor felony Record,Perpetrator: Black,Perpetrator: Athlete,Perpetrator: Acquaintance
251,1,R_3MM6PmgISdmLNQr,2017-01-22 17:11:32,2017-01-22 17:18:23,1,44167,1,Female,33,Caucasian,,Married,Bachelor’s Degree,Democrat,,Lower Middle Class,Atheist/Agnostic,,Less than Once a Month,0,1,,,,,,,,,,,,3,3,4,3,3,3,2,3,3,2,4,3,3,2,1,0,0,1,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,1,,1,7,1,7,0,1,1,,,3,2.6666667,22jan2017 17:11:32,22jan2017 17:18:23,00:06:51,,,0,0,Location: Party,Outfit: Work Attire,Victim: Single,Victim: Male,Victim: White,Victim: No criminal record,Perpetrator: Black,Perpetrator: Athlete,Perpetrator: Stranger
251,2,R_3MM6PmgISdmLNQr,2017-01-22 17:11:32,2017-01-22 17:18:23,1,44167,1,Female,33,Caucasian,,Married,Bachelor’s Degree,Democrat,,Lower Middle Class,Atheist/Agnostic,,Less than Once a Month,0,1,,,,,,,,,,,,3,3,4,3,3,3,2,3,3,2,4,3,3,2,0,1,0,0,1,1,0,1,0,0,0,1,1,0,1,0,0,1,0,1,0,,2,7,1,7,0,1,1,,,3,2.6666667,22jan2017 17:11:32,22jan2017 17:18:23,00:06:51,,,1,0,Location: Park,Outfit:  Night Club,Victim: Multiple Partners,Victim: Female,Victim: Black,Victim: No criminal record,Perpetrator: Black,Perpetrator: Business man,Perpetrator: Acquaintance
251,3,R_3MM6PmgISdmLNQr,2017-01-22 17:11:32,2017-01-22 17:18:23,1,44167,1,Female,33,Caucasian,,Married,Bachelor’s Degree,Democrat,,Lower Middle Class,Atheist/Agnostic,,Less than Once a Month,0,1,,,,,,,,,,,,3,3,4,3,3,3,2,3,3,2,4,3,3,2,0,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,,2,7,1,7,0,1,1,,,3,2.6666667,22jan2017 17:11:32,22jan2017 17:18:23,00:06:51,,,1,0,Location: Home,Outfit:  Night Club,Victim: Single,Victim: Male,Victim: Black,Victim: No criminal record,Perpetrator: Black,Perpetrator: Worker,Perpetrator: Stranger
251,4,R_3MM6PmgISdmLNQr,2017-01-22 17:11:32,2017-01-22 17:18:23,1,44167,1,Female,33,Caucasian,,Married,Bachelor’s Degree,Democrat,,Lower Middle Class,Atheist/Agnostic,,Less than Once a Month,0,1,,,,,,,,,,,,3,3,4,3,3,3,2,3,3,2,4,3,3,2,0,1,0,1,0,0,1,0,1,0,0,1,1,0,1,0,1,0,0,0,1,,1,7,1,7,0,1,1,,,3,2.6666667,22jan2017 17:11:32,22jan2017 17:18:23,00:06:51,,,0,0,Location: Park,Outfit: Work Attire,Victim: Multiple Partners,Victim: Male,Victim: White,Victim: No criminal record,Perpetrator: Black,Perpetrator: Worker,Perpetrator: Stranger
251,5,R_3MM6PmgISdmLNQr,2017-01-22 17:11:32,2017-01-22 17:18:23,1,44167,1,Female,33,Caucasian,,Married,Bachelor’s Degree,Democrat,,Lower Middle Class,Atheist/Agnostic,,Less than Once a Month,0,1,,,,,,,,,,,,3,3,4,3,3,3,2,3,3,2,4,3,3,2,0,1,0,1,0,0,1,1,0,0,0,1,0,1,1,0,0,1,0,0,1,,1,7,1,7,0,1,1,,,3,2.6666667,22jan2017 17:11:32,22jan2017 17:18:23,00:06:51,,,0,0,Location: Park,Outfit: Work Attire,Victim: Multiple Partners,Victim: Male,Victim: Black,Victim: minor felony Record,Perpetrator: Black,Perpetrator: Business man,Perpetrator: Stranger
252,1,R_2tu5j2aB8GbEK7c,2017-01-22 17:11:40,2017-01-22 17:18:39,1,56461,1,Male,28,Caucasian,,2,Bachelor’s Degree,Democrat,,Upper Middle Class,Catholic,,Once a Month,0,1,,,,,,,,,,,,1,4,4,5,5,1,2,1,4,1,2,2,1,2,0,1,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,1,0,0,1,1,,7,1,7,1,0,1,,,2.7272727,1.6666666,22jan2017 17:11:40,22jan2017 17:18:39,00:06:59,,,0,0,Location: Park,Outfit: Work Attire,Victim: Multiple Partners,Victim: Male,Victim: White,Victim: No criminal record,Perpetrator: Black,Perpetrator: Business man,Perpetrator: Stranger
252,2,R_2tu5j2aB8GbEK7c,2017-01-22 17:11:40,2017-01-22 17:18:39,1,56461,1,Male,28,Caucasian,,2,Bachelor’s Degree,Democrat,,Upper Middle Class,Catholic,,Once a Month,0,1,,,,,,,,,,,,1,4,4,5,5,1,2,1,4,1,2,2,1,2,1,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,1,0,1,1,,7,1,7,1,0,1,,,2.7272727,1.6666666,22jan2017 17:11:40,22jan2017 17:18:39,00:06:59,,,0,0,Location: Party,Outfit: Work Attire,Victim: Multiple Partners,Victim: Male,Victim: White,Victim: No criminal record,Perpetrator: Black,Perpetrator: Athlete,Perpetrator: Stranger
252,3,R_2tu5j2aB8GbEK7c,2017-01-22 17:11:40,2017-01-22 17:18:39,1,56461,1,Male,28,Caucasian,,2,Bachelor’s Degree,Democrat,,Upper Middle Class,Catholic,,Once a Month,0,1,,,,,,,,,,,,1,4,4,5,5,1,2,1,4,1,2,2,1,2,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,,7,1,1,1,0,1,,,2.7272727,1.6666666,22jan2017 17:11:40,22jan2017 17:18:39,00:06:59,,,0,0,Location: Party,Outfit: Work Attire,Victim: Multiple Partners,Victim: Male,Victim: White,Victim: minor felony Record,Perpetrator: White,Perpetrator: Business man,Perpetrator: Acquaintance
252,4,R_2tu5j2aB8GbEK7c,2017-01-22 17:11:40,2017-01-22 17:18:39,1,56461,1,Male,28,Caucasian,,2,Bachelor’s Degree,Democrat,,Upper Middle Class,Catholic,,Once a Month,0,1,,,,,,,,,,,,1,4,4,5,5,1,2,1,4,1,2,2,1,2,0,1,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,2,,7,1,7,1,0,1,,,2.7272727,1.6666666,22jan2017 17:11:40,22jan2017 17:18:39,00:06:59,,,1,0,Location: Park,Outfit:  Night Club,Victim: Single,Victim: Female,Victim: White,Victim: No criminal record,Perpetrator: White,Perpetrator: Athlete,Perpetrator: Stranger
252,5,R_2tu5j2aB8GbEK7c,2017-01-22 17:11:40,2017-01-22 17:18:39,1,56461,1,Male,28,Caucasian,,2,Bachelor’s Degree,Democrat,,Upper Middle Class,Catholic,,Once a Month,0,1,,,,,,,,,,,,1,4,4,5,5,1,2,1,4,1,2,2,1,2,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,1,1,0,0,1,0,1,,7,1,7,1,0,1,,,2.7272727,1.6666666,22jan2017 17:11:40,22jan2017 17:18:39,00:06:59,,,0,0,Location: Park,Outfit:  Night Club,Victim: Married,Victim: Male,Victim: Black,Victim: minor felony Record,Perpetrator: White,Perpetrator: Worker,Perpetrator: Acquaintance
253,1,R_WAMfMCYAZFeIPg5,2017-01-22 17:16:41,2017-01-22 17:19:16,1,92392,1,Male,35,Other,,2,Doctoral Degree,Republican,,Lower Middle Class,Atheist/Agnostic,,Never,0,2,,,,,,,,,,,,3,2,4,3,4,4,3,4,4,3,4,3,2,2,1,0,0,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,1,0,1,,1,3,4,6,0,1,1,,,3.4545455,2.3333333,22jan2017 17:16:41,22jan2017 17:19:16,00:02:35,,,0,0,Location: Party,Outfit:  Night Club,Victim: Multiple Partners,Victim: Male,Victim: Black,Victim: minor felony Record,Perpetrator: White,Perpetrator: Athlete,Perpetrator: Stranger
253,2,R_WAMfMCYAZFeIPg5,2017-01-22 17:16:41,2017-01-22 17:19:16,1,92392,1,Male,35,Other,,2,Doctoral Degree,Republican,,Lower Middle Class,Atheist/Agnostic,,Never,0,2,,,,,,,,,,,,3,2,4,3,4,4,3,4,4,3,4,3,2,2,0,1,0,1,0,0,1,1,0,0,0,1,0,1,0,1,1,0,0,1,0,,1,3,4,4,0,1,1,,,3.4545455,2.3333333,22jan2017 17:16:41,22jan2017 17:19:16,00:02:35,,,0,0,Location: Park,Outfit: Work Attire,Victim: Multiple Partners,Victim: Male,Victim: Black,Victim: minor felony Record,Perpetrator: White,Perpetrator: Worker,Perpetrator: Acquaintance
253,3,R_WAMfMCYAZFeIPg5,2017-01-22 17:16:41,2017-01-22 17:19:16,1,92392,1,Male,35,Other,,2,Doctoral Degree,Republican,,Lower Middle Class,Atheist/Agnostic,,Never,0,2,,,,,,,,,,,,3,2,4,3,4,4,3,4,4,3,4,3,2,2,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,1,0,0,1,0,,1,3,3,3,0,1,1,,,3.4545455,2.3333333,22jan2017 17:16:41,22jan2017 17:19:16,00:02:35,,,0,0,Location: Party,Outfit: Work Attire,Victim: Married,Victim: Female,Victim: White,Victim: No criminal record,Perpetrator: White,Perpetrator: Worker,Perpetrator: Acquaintance
253,4,R_WAMfMCYAZFeIPg5,2017-01-22 17:16:41,2017-01-22 17:19:16,1,92392,1,Male,35,Other,,2,Doctoral Degree,Republican,,Lower Middle Class,Atheist/Agnostic,,Never,0,2,,,,,,,,,,,,3,2,4,3,4,4,3,4,4,3,4,3,2,2,1,0,0,1,0,0,1,0,1,0,1,0,0,1,1,0,1,0,0,0,1,,2,2,4,2,0,1,1,,,3.4545455,2.3333333,22jan2017 17:16:41,22jan2017 17:19:16,00:02:35,,,1,0,Location: Party,Outfit: Work Attire,Victim: Married,Victim: Male,Victim: White,Victim: minor felony Record,Perpetrator: Black,Perpetrator: Worker,Perpetrator: Stranger
253,5,R_WAMfMCYAZFeIPg5,2017-01-22 17:16:41,2017-01-22 17:19:16,1,92392,1,Male,35,Other,,2,Doctoral Degree,Republican,,Lower Middle Class,Atheist/Agnostic,,Never,0,2,,,,,,,,,,,,3,2,4,3,4,4,3,4,4,3,4,3,2,2,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,,2,3,3,4,0,1,1,,,3.4545455,2.3333333,22jan2017 17:16:41,22jan2017 17:19:16,00:02:35,,,1,0,Location: Party,Outfit: Work Attire,Victim: Multiple Partners,Victim: Female,Victim: White,Victim: No criminal record,Perpetrator: White,Perpetrator: Worker,Perpetrator: Acquaintance
254,1,R_2ClDqxDldKJB0Uw,2017-01-22 17:11:04,2017-01-22 17:19:17,1,93507,1,Female,30,Caucasian,,Married,Master’s Degree,Republican,,Upper Middle Class,Catholic,,Once a Month,1,1,2,2,2,3,2,1,3,1,1,2,1,,,,,,,,,,,,2,4,2,0,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1,2,,5,1,7,1,0,1,,1.8181819,,2.6666667,22jan2017 17:11:04,22jan2017 17:19:17,00:08:13,,,1,0,Location: Park,Outfit:  Night Club,Victim: Single,Victim: Female,Victim: White,Victim: No criminal record,Perpetrator: Black,Perpetrator: Business man,Perpetrator: Stranger
254,2,R_2ClDqxDldKJB0Uw,2017-01-22 17:11:04,2017-01-22 17:19:17,1,93507,1,Female,30,Caucasian,,Married,Master’s Degree,Republican,,Upper Middle Class,Catholic,,Once a Month,1,1,2,2,2,3,2,1,3,1,1,2,1,,,,,,,,,,,,2,4,2,1,0,0,0,1,1,0,0,1,0,0,1,1,0,1,0,0,0,1,1,0,2,,5,1,7,1,0,1,,1.8181819,,2.6666667,22jan2017 17:11:04,22jan2017 17:19:17,00:08:13,,,1,0,Location: Party,Outfit:  Night Club,Victim: Multiple Partners,Victim: Female,Victim: White,Victim: No criminal record,Perpetrator: Black,Perpetrator: Athlete,Perpetrator: Acquaintance
254,3,R_2ClDqxDldKJB0Uw,2017-01-22 17:11:04,2017-01-22 17:19:17,1,93507,1,Female,30,Caucasian,,Married,Master’s Degree,Republican,,Upper Middle Class,Catholic,,Once a Month,1,1,2,2,2,3,2,1,3,1,1,2,1,,,,,,,,,,,,2,4,2,1,0,0,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,1,,5,2,7,1,0,1,,1.8181819,,2.6666667,22jan2017 17:11:04,22jan2017 17:19:17,00:08:13,,,0,0,Location: Party,Outfit:  Night Club,Victim: Multiple Partners,Victim: Female,Victim: Black,Victim: minor felony Record,Perpetrator: White,Perpetrator: Athlete,Perpetrator: Stranger
254,4,R_2ClDqxDldKJB0Uw,2017-01-22 17:11:04,2017-01-22 17:19:17,1,93507,1,Female,30,Caucasian,,Married,Master’s Degree,Republican,,Upper Middle Class,Catholic,,Once a Month,1,1,2,2,2,3,2,1,3,1,1,2,1,,,,,,,,,,,,2,4,2,1,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,1,1,0,1,,5,2,7,1,0,1,,1.8181819,,2.6666667,22jan2017 17:11:04,22jan2017 17:19:17,00:08:13,,,0,0,Location: Party,Outfit:  Night Club,Victim: Single,Victim: Male,Victim: White,Victim: minor felony Record,Perpetrator: Black,Perpetrator: Athlete,Perpetrator: Acquaintance
254,5,R_2ClDqxDldKJB0Uw,2017-01-22 17:11:04,2017-01-22 17:19:17,1,93507,1,Female,30,Caucasian,,Married,Master’s Degree,Republican,,Upper Middle Class,Catholic,,Once a Month,1,1,2,2,2,3,2,1,3,1,1,2,1,,,,,,,,,,,,2,4,2,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,2,,6,2,7,1,0,1,,1.8181819,,2.6666667,22jan2017 17:11:04,22jan2017 17:19:17,00:08:13,,,1,0,Location: Park,Outfit:  Night Club,Victim: Married,Victim: Female,Victim: Black,Victim: No criminal record,Perpetrator: Black,Perpetrator: Business man,Perpetrator: Stranger
255,1,R_3g00OnjjHEyuEnp,2017-01-22 17:08:24,2017-01-22 17:19:36,1,48838,1,Male,41,Caucasian,,Married,Bachelor’s Degree,Independent,,Working Class,Protestant,,2-3 Times a Month,0,2,,,,,,,,,,,,5,5,5,2,2,3,6,5,6,6,5,1,4,1,0,0,1,0,1,1,0,0,1,0,0,1,1,0,1,0,0,0,1,1,0,,2,7,1,7,0,1,,1,,4.5454545,2,22jan2017 17:08:24,22jan2017 17:19:36,00:11:12,,,1,0,Location: Home,Outfit:  Night Club,Victim: Multiple Partners,Victim: Female,Victim: White,Victim: No criminal record,Perpetrator: Black,Perpetrator: Athlete,Perpetrator: Acquaintance
255,2,R_3g00OnjjHEyuEnp,2017-01-22 17:08:24,2017-01-22 17:19:36,1,48838,1,Male,41,Caucasian,,Married,Bachelor’s Degree,Independent,,Working Class,Protestant,,2-3 Times a Month,0,2,,,,,,,,,,,,5,5,5,2,2,3,6,5,6,6,5,1,4,1,0,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,,1,7,1,7,0,1,,1,,4.5454545,2,22jan2017 17:08:24,22jan2017 17:19:36,00:11:12,,,0,0,Location: Park,Outfit:  Night Club,Victim: Married,Victim: Female,Victim: Black,Victim: minor felony Record,Perpetrator: Black,Perpetrator: Worker,Perpetrator: Acquaintance
255,3,R_3g00OnjjHEyuEnp,2017-01-22 17:08:24,2017-01-22 17:19:36,1,48838,1,Male,41,Caucasian,,Married,Bachelor’s Degree,Independent,,Working Class,Protestant,,2-3 Times a Month,0,2,,,,,,,,,,,,5,5,5,2,2,3,6,5,6,6,5,1,4,1,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,,1,7,1,7,0,1,,1,,4.5454545,2,22jan2017 17:08:24,22jan2017 17:19:36,00:11:12,,,0,0,Location: Home,Outfit: Work Attire,Victim: Single,Victim: Female,Victim: Black,Victim: minor felony Record,Perpetrator: White,Perpetrator: Athlete,Perpetrator: Stranger
255,4,R_3g00OnjjHEyuEnp,2017-01-22 17:08:24,2017-01-22 17:19:36,1,48838,1,Male,41,Caucasian,,Married,Bachelor’s Degree,Independent,,Working Class,Protestant,,2-3 Times a Month,0,2,,,,,,,,,,,,5,5,5,2,2,3,6,5,6,6,5,1,4,1,1,0,0,1,0,0,1,1,0,0,0,1,1,0,0,1,0,1,0,0,1,,2,7,1,7,0,1,,1,,4.5454545,2,22jan2017 17:08:24,22jan2017 17:19:36,00:11:12,,,1,0,Location: Party,Outfit: Work Attire,Victim: Multiple Partners,Victim: Male,Victim: Black,Victim: No criminal record,Perpetrator: White,Perpetrator: Business man,Perpetrator: Stranger
255,5,R_3g00OnjjHEyuEnp,2017-01-22 17:08:24,2017-01-22 17:19:36,1,48838,1,Male,41,Caucasian,,Married,Bachelor’s Degree,Independent,,Working Class,Protestant,,2-3 Times a Month,0,2,,,,,,,,,,,,5,5,5,2,2,3,6,5,6,6,5,1,4,1,1,0,0,0,1,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,1,,2,7,1,7,0,1,,1,,4.5454545,2,22jan2017 17:08:24,22jan2017 17:19:36,00:11:12,,,1,0,Location: Party,Outfit:  Night Club,Victim: Single,Victim: Female,Victim: White,Victim: minor felony Record,Perpetrator: White,Perpetrator: Business man,Perpetrator: Stranger
256,1,R_3NFkcqD8pqwemUp,2017-01-22 17:06:38,2017-01-22 17:19:44,1,62988,1,Female,46,Caucasian,,4,Bachelor’s Degree,Republican,,Working Class,Other,Spiritualist,Never,1,1,4,3,3,4,4,2,3,3,2,4,2,,,,,,,,,,,,1,2,2,1,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,2,,5,2,7,1,0,,1,3.090909,,1.6666666,22jan2017 17:06:38,22jan2017 17:19:44,00:13:06,,,1,0,Location: Party,Outfit:  Night Club,Victim: Single,Victim: Male,Victim: White,Victim: No criminal record,Perpetrator: Black,Perpetrator: Worker,Perpetrator: Stranger
